,Average_fs,Average_ins,TestSet,Average_Totalcount,FinetuneSet_n10,FinetuneSet_n30,FinetuneSet_n50,FinetuneSet_n100,FinetuneSet_n300,FinetuneSet_n500,FinetuneSet_n1000
Oligo35666,0.2422539234161377,0.0345237422734499,False,306.6363636363636,False,False,False,False,False,False,False
Oligo35667,0.2903167486190796,0.025267644599080086,True,6142.818181818182,False,False,False,False,False,False,False
Oligo35670,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo35674,0.7690204560756684,0.17805488742887973,False,20.545454545454547,False,False,False,False,False,False,False
Oligo35675,0.24036897271871566,0.14021540507674218,False,1202.1818181818182,False,False,False,False,False,False,False
Oligo35678,0.8909531891345978,0.03601449588313699,False,319.72727272727275,False,False,False,False,False,False,False
Oligo35680,0.9042228639125824,0.020311661646701396,False,507.6363636363636,False,False,False,False,False,False,False
Oligo35683,0.42914910465478895,0.3055043160915375,False,1426.5454545454545,False,False,False,False,False,False,False
Oligo35684,0.914892703294754,0.28146306350827216,False,256.0,False,False,False,False,False,False,False
Oligo35691,0.8685275316238403,0.5582811236381531,False,56.45454545454545,False,False,False,False,False,False,False
Oligo35694,0.36665881983935833,0.0343379121273756,False,68.9090909090909,False,False,False,False,False,False,False
Oligo35695,0.3748818039894104,0.03090905975550413,False,533.3636363636364,False,False,False,False,False,False,False
Oligo35696,0.8153307795524597,0.14428333342075347,False,1127.3636363636365,False,False,False,False,False,False,False
Oligo35699,0.9234263658523559,0.1883518397808075,False,33.81818181818182,False,False,False,False,False,False,False
Oligo35701,0.3857877254486084,0.04027121949475258,False,259.8181818181818,False,False,False,False,False,False,False
Oligo35702,0.8228703558444976,0.19592157155275344,False,299.45454545454544,False,False,False,False,False,False,False
Oligo35704,0.7987907767295838,0.1078996442258358,False,1415.5454545454545,False,False,False,False,False,False,False
Oligo35705,0.8394767224788666,0.06411296371370553,False,274.0,False,False,False,False,False,False,False
Oligo35706,0.9109210431575775,0.0,False,129.36363636363637,False,False,False,False,False,False,False
Oligo35708,0.828600001335144,0.17446114495396614,False,159.45454545454547,False,False,False,False,False,False,False
Oligo35709,0.785756504535675,0.3806256026029587,False,76.54545454545455,False,False,False,False,False,False,False
Oligo35710,0.7972896337509155,0.08458083090372384,False,401.27272727272725,False,False,False,False,False,False,False
Oligo35711,0.9399930357933044,0.08408705797046423,False,30.818181818181817,False,False,False,False,False,False,False
Oligo35712,0.7143722414970398,0.16418177746236323,False,91.45454545454544,False,False,False,False,False,False,False
Oligo35717,0.8642150640487671,0.07837547399103642,False,192.63636363636363,False,False,False,False,False,False,False
Oligo35718,0.9292722046375275,0.1644497387111187,False,590.2727272727273,False,False,False,False,False,False,False
Oligo35719,0.8789957106113434,0.1413199443370104,False,108.9090909090909,False,False,False,False,False,False,False
Oligo35722,0.9132415890693665,0.06844642907381057,False,165.54545454545453,False,False,False,False,False,False,False
Oligo35725,0.7711013972759246,0.028732085693627597,False,150.9090909090909,False,False,False,False,False,False,False
Oligo35726,0.6449320077896118,0.029523217841051518,False,219.72727272727272,False,False,False,False,False,False,False
Oligo35728,0.834165632724762,0.37663494348526,False,738.4545454545455,False,False,False,False,False,False,False
Oligo35729,0.1773302335292101,0.004146341606974602,False,199.63636363636363,False,False,False,False,False,False,False
Oligo35730,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo35732,0.8793844521045685,0.14686330072581769,False,270.1818181818182,False,False,False,False,False,False,False
Oligo35733,0.8029787600040436,0.23245498687028884,False,219.3636363636364,False,False,False,False,False,False,False
Oligo35734,0.657399708032608,0.1821212388575077,False,1100.5454545454545,False,False,False,False,False,False,False
Oligo35737,0.6606703698635101,0.0,False,31.818181818181817,False,False,False,False,False,False,False
Oligo35738,0.9270787298679352,0.22917912751436234,False,272.54545454545456,False,False,False,False,False,False,False
Oligo35740,0.6665883660316467,0.37268487811088563,False,182.3636363636364,False,False,False,False,False,False,False
Oligo35741,0.5334504961967468,0.12401906549930572,False,1304.4545454545455,False,False,False,False,False,False,False
Oligo35742,0.8656223535537719,0.6126850843429565,False,428.45454545454544,False,False,False,False,False,False,False
Oligo35744,0.94257972240448,0.6237062245607377,False,66.0,False,False,False,False,False,False,False
Oligo35745,0.42665188312530516,0.07883732467889785,False,159.72727272727272,False,False,False,False,False,False,False
Oligo35746,0.7816392302513122,0.027482185512781143,False,618.5454545454545,False,False,False,False,False,False,False
Oligo35747,0.8874638259410859,0.08043818026781083,False,147.72727272727272,False,False,False,False,False,False,False
Oligo35748,0.7070706903934478,0.172900927066803,False,590.7272727272727,False,False,False,False,False,False,False
Oligo35749,0.5961899399757385,0.03878869600594044,False,66.54545454545455,False,False,False,False,False,False,False
Oligo35750,0.9213116943836213,0.04663112722337246,True,2775.6363636363635,False,False,False,False,False,False,False
Oligo35751,0.9299248158931732,0.572918027639389,False,197.63636363636363,False,False,False,False,False,False,False
Oligo35753,0.5604821383953095,0.09295010371133686,False,104.45454545454544,False,False,False,False,False,False,False
Oligo35755,0.9690079510211944,0.0,False,63.63636363636363,False,False,False,False,False,False,False
Oligo35756,0.42857142984867097,0.0,False,7.454545454545454,False,False,False,False,False,False,False
Oligo35757,0.9242644548416138,0.24969484210014342,False,3219.818181818182,False,False,True,True,True,True,True
Oligo35758,0.9740182936191559,0.15146047417074443,False,134.72727272727272,False,False,False,False,False,False,False
Oligo35759,0.7851503491401672,0.0751116581261158,False,92.8181818181818,False,False,False,False,False,False,False
Oligo35760,0.9017839431762695,0.15165393301285804,False,392.8181818181818,False,False,False,False,False,False,False
Oligo35764,0.7072227418422699,0.5281034231185913,False,1793.6363636363635,False,False,False,False,False,False,False
Oligo35765,0.7955054938793182,0.014060020446777344,False,162.8181818181818,False,False,False,False,False,False,False
Oligo35766,0.91568021774292,0.2229419007897377,False,962.2727272727273,False,False,False,False,False,False,False
Oligo35767,0.49500682950019836,0.03166246027685702,False,303.72727272727275,False,False,False,False,False,False,False
Oligo35769,0.8425726532936096,0.16241155471652746,False,119.54545454545456,False,False,False,False,False,False,False
Oligo35770,0.6197353422641754,0.11633175984025002,False,557.7272727272727,False,False,False,False,False,False,False
Oligo35771,0.6034539699554443,0.18248629495501517,False,347.1818181818182,False,False,False,False,False,False,False
Oligo35773,0.8579806804656982,0.12544884197413922,False,57.27272727272727,False,False,False,False,False,False,False
Oligo35774,0.5684771180152893,0.20606494285166263,False,73.0909090909091,False,False,False,False,False,False,False
Oligo35775,0.06106447959318757,0.0,False,1130.090909090909,False,False,False,False,False,False,False
Oligo35777,0.30088476538658143,0.03543603830039501,False,91.36363636363636,False,False,False,False,False,False,False
Oligo35779,0.7060169696807861,0.11369742006063462,False,603.2727272727273,False,False,False,False,False,False,False
Oligo35781,0.72844557762146,0.23646064177155496,False,307.0,False,False,False,False,False,False,False
Oligo35782,0.44225871432572605,0.0,False,21.363636363636363,False,False,False,False,False,False,False
Oligo35783,0.8906641006469727,0.49835505336523056,False,79.45454545454545,False,False,False,False,False,False,False
Oligo35784,0.42268715500831605,0.0,False,101.0909090909091,False,False,False,False,False,False,False
Oligo35785,0.945404314994812,0.4350168377161026,False,1358.2727272727273,False,False,False,False,False,False,False
Oligo35786,0.9037568926811218,0.11527787549421191,False,946.181818181818,False,False,False,False,False,False,False
Oligo35787,0.41303876638412473,0.01900809397920966,False,59.09090909090909,False,False,False,False,False,False,False
Oligo35789,0.644211721420288,0.024391800910234452,False,449.6363636363636,False,False,False,False,False,False,False
Oligo35790,0.5459915280342102,0.015291859209537507,False,2522.181818181818,False,False,False,False,True,True,True
Oligo35791,0.8823116838932037,0.0,False,39.90909090909091,False,False,False,False,False,False,False
Oligo35793,0.7220354974269867,0.0,False,29.272727272727277,False,False,False,False,False,False,False
Oligo35798,0.8389396905899048,0.11475108005106449,True,3068.6363636363635,False,False,False,False,False,False,False
Oligo35800,0.7038030505180359,0.20811757072806358,False,528.9090909090909,False,False,False,False,False,False,False
Oligo35802,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo35804,0.8945942759513855,0.07610481083393097,False,204.3636363636364,False,False,False,False,False,False,False
Oligo35805,0.7601731657981873,0.6291101813316345,False,50.81818181818182,False,False,False,False,False,False,False
Oligo35811,0.8768854558467865,0.12008184380829334,False,315.6363636363636,False,False,False,False,False,False,False
Oligo35812,0.46601914763450625,0.35546084865927696,False,376.9090909090909,False,False,False,False,False,False,False
Oligo35813,0.9080963969230652,0.4511203557252884,False,273.1818181818182,False,False,False,False,False,False,False
Oligo35814,0.819817590713501,0.02359835458919406,False,1416.8181818181818,False,False,False,False,False,False,False
Oligo35820,0.9418091177940369,0.25136261656880377,False,252.8181818181818,False,False,False,False,False,False,False
Oligo35821,0.8565937161445618,0.07418570220470429,False,72.72727272727273,False,False,False,False,False,False,False
Oligo35825,0.8517791092395782,0.09290725067257881,False,72.36363636363636,False,False,False,False,False,False,False
Oligo35827,0.9040779590606689,0.5816794514656067,False,448.6363636363636,False,False,False,False,False,False,False
Oligo35833,0.9407845914363862,0.07416700720787048,False,78.45454545454545,False,False,False,False,False,False,False
Oligo35834,0.4444028466939926,0.09934711027890444,False,148.54545454545453,False,False,False,False,False,False,False
Oligo35835,0.7426175713539124,0.3877205394208431,False,74.54545454545455,False,False,False,False,False,False,False
Oligo35836,0.946668291091919,0.1407633602619171,False,190.72727272727272,False,False,False,False,False,False,False
Oligo35838,0.2598589867353439,0.0512143287807703,True,3888.272727272728,False,False,False,False,False,False,False
Oligo35840,0.9051793277263641,0.007959633716382086,False,489.27272727272725,False,False,False,False,False,False,False
Oligo35843,0.9024769067764282,0.19304103255271912,False,960.5454545454544,False,False,False,False,False,False,False
Oligo35844,0.909169179201126,0.2440626136958599,False,368.7272727272728,False,False,False,False,False,False,False
Oligo35852,0.7449652493000031,0.2912275671958923,False,659.3636363636364,False,False,False,False,False,False,False
Oligo35854,0.9549865067005158,0.23765877336263658,False,107.0909090909091,False,False,False,False,False,False,False
Oligo35855,0.9785325050354003,0.071867560967803,False,235.72727272727272,False,False,False,False,False,False,False
Oligo35856,0.9024706900119781,0.8055194258689881,False,150.54545454545453,False,False,False,False,False,False,False
Oligo35858,0.6368634849786758,0.3263544261455536,False,1328.0,False,False,False,False,False,False,False
Oligo35859,0.23408375531435013,0.029231792571954428,False,149.54545454545453,False,False,False,False,False,False,False
Oligo35860,0.5067185938358307,0.03090115305967629,False,666.5454545454545,False,False,False,False,False,False,False
Oligo35861,0.1886555776000023,0.0,False,43.90909090909091,False,False,False,False,False,False,False
Oligo35863,0.8269049406051636,0.17964419089257716,False,434.8181818181818,False,False,False,False,False,False,False
Oligo35865,0.7976787686347961,0.04684674479067326,False,84.81818181818181,False,False,False,False,False,False,False
Oligo35867,0.9600696504116059,0.6502685725688935,False,958.0909090909092,False,False,False,False,False,False,False
Oligo35870,0.6274254620075226,0.014583871047943831,False,92.63636363636364,False,False,False,False,False,False,False
Oligo35871,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo35873,0.4356666266918182,0.07116290852427483,False,71.27272727272727,False,False,False,False,False,False,False
Oligo35875,0.870418781042099,0.26286733970046045,False,173.0909090909091,False,False,False,False,False,False,False
Oligo35878,0.7378191232681275,0.22506176698952912,False,183.1818181818182,False,False,False,False,False,False,False
Oligo35883,0.8919362545013427,0.15137882186099888,False,222.63636363636363,False,False,False,False,False,False,False
Oligo35884,0.7514073133468628,0.0,False,55.63636363636363,False,False,False,False,False,False,False
Oligo35886,0.4793826937675476,0.058589244773611424,False,539.7272727272727,False,False,False,False,False,False,False
Oligo35888,0.024470775946974756,0.0,False,92.45454545454544,False,False,False,False,False,False,False
Oligo35889,0.9291153967380523,0.0,False,72.45454545454545,False,False,False,False,False,False,False
Oligo35890,0.8972543895244598,0.2426811471581459,False,597.2727272727273,False,False,False,False,False,False,False
Oligo35891,0.8087734997272491,0.2391517922282219,True,2094.909090909091,False,False,False,False,False,False,False
Oligo35893,0.968353933095932,0.0,False,40.27272727272727,False,False,False,False,False,False,False
Oligo35894,0.45437162816524507,0.0866402143612504,False,1184.8181818181818,False,False,False,False,False,False,False
Oligo35895,0.9719330668449402,0.4397961378097534,False,208.9090909090909,False,False,False,False,False,False,False
Oligo35896,0.8244988143444061,0.08337250696495176,False,391.27272727272725,False,False,False,False,False,False,False
Oligo35897,0.759344345331192,0.28152832239866254,False,58.36363636363637,False,False,False,False,False,False,False
Oligo35901,0.8616580009460449,0.2652673929929733,False,468.3636363636364,False,False,False,False,False,False,False
Oligo35902,0.8136243104934693,0.04477981822565198,False,72.27272727272727,False,False,False,False,False,False,False
Oligo35903,0.19444444850087167,0.05,False,3.1818181818181817,False,False,False,False,False,False,False
Oligo35905,0.7061896383762359,0.0,False,76.54545454545455,False,False,False,False,False,False,False
Oligo35907,0.6730572700500488,0.09457591772079468,False,239.45454545454547,False,False,False,False,False,False,False
Oligo35909,0.7131913363933563,0.1017197947949171,False,34.63636363636363,False,False,False,False,False,False,False
Oligo35910,0.8882526695728302,0.01340315593406558,False,178.63636363636363,False,False,False,False,False,False,False
Oligo35911,0.4044174671173096,0.11094191055744887,False,334.72727272727275,False,False,False,False,False,False,False
Oligo35912,0.5964029133319855,0.07939952872693538,False,232.1818181818182,False,False,False,False,False,False,False
Oligo35913,0.9615382492542267,0.46828263252973557,False,1709.909090909091,False,False,False,False,False,False,False
Oligo35914,0.48894461393356325,0.021212121844291686,False,72.81818181818181,False,False,False,False,False,False,False
Oligo35915,0.40358472764492037,0.214901389926672,False,528.0909090909091,False,False,False,False,False,False,False
Oligo35916,0.927677845954895,0.2069874107837677,False,454.45454545454544,False,False,False,False,False,False,False
Oligo35917,0.886997503042221,0.2903383269906044,False,75.36363636363636,False,False,False,False,False,False,False
Oligo35919,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo35920,0.382473224401474,0.03498166967183351,False,2017.3636363636365,False,False,False,False,False,False,True
Oligo35927,0.5416318327188492,0.14864195361733437,False,123.45454545454544,False,False,False,False,False,False,False
Oligo35930,0.8402185678482056,0.08611683673225343,False,1184.0,False,False,False,False,False,False,False
Oligo35933,0.40263623744249344,0.24119168147444725,False,258.1818181818182,False,False,False,False,False,False,False
Oligo35934,0.9470394730567933,0.05313552860170603,False,2330.6363636363635,False,False,False,False,True,True,True
Oligo35935,0.6155413776636124,0.17187375873327254,False,397.6363636363636,False,False,False,False,False,False,False
Oligo35936,0.7473261713981628,0.37167781591415405,False,1108.3636363636365,False,False,False,False,False,False,False
Oligo35937,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo35940,0.593533506989479,0.0,False,68.0909090909091,False,False,False,False,False,False,False
Oligo35942,0.3358845364302397,0.0,False,29.90909090909091,False,False,False,False,False,False,False
Oligo35943,0.7171122908592225,0.09214442083612084,False,140.0909090909091,False,False,False,False,False,False,False
Oligo35945,0.8455349504947662,0.0624448396731168,False,291.1818181818182,False,False,False,False,False,False,False
Oligo35946,0.5375345557928085,0.11479780226945877,False,2469.454545454545,False,False,False,False,True,True,True
Oligo35949,0.8741624057292938,0.44260660409927366,False,503.54545454545456,False,False,False,False,False,False,False
Oligo35952,0.9158731043338776,0.6059235572814942,False,202.0909090909091,False,False,False,False,False,False,False
Oligo35953,0.9370910048484802,0.082150524482131,False,115.45454545454544,False,False,False,False,False,False,False
Oligo35955,0.82893887758255,0.016570548247545957,False,123.36363636363636,False,False,False,False,False,False,False
Oligo35957,0.7862684071063996,0.00416666679084301,False,54.81818181818182,False,False,False,False,False,False,False
Oligo35959,0.6666666746139527,0.0,False,7.818181818181818,False,False,False,False,False,False,False
Oligo35962,0.9344531536102295,0.18290823623538016,False,1379.6363636363635,False,False,False,False,False,False,False
Oligo35963,0.4779970496892929,0.14472283907234668,False,1202.8181818181818,False,False,False,False,False,False,False
Oligo35964,0.538378044962883,0.05081793209537864,False,431.6363636363636,False,False,False,False,False,False,False
Oligo35966,0.7106132566928863,0.07817728817462921,False,2264.454545454545,False,False,False,False,False,True,True
Oligo35967,0.7993501722812653,0.11896564960479736,False,28.272727272727277,False,False,False,False,False,False,False
Oligo35969,0.9416055679321289,0.21837185099720954,False,504.27272727272725,False,False,False,False,False,False,False
Oligo35972,0.6372097671031952,0.3018863335251808,False,88.54545454545455,False,False,False,False,False,False,False
Oligo35973,0.8789735436439514,0.030908863339573146,False,785.1818181818181,False,False,False,False,False,False,False
Oligo35975,0.96038339138031,0.11599746569991112,False,439.6363636363636,False,False,False,False,False,False,False
Oligo35976,0.5387917190790177,0.19215258061885834,False,559.2727272727273,False,False,False,False,False,False,False
Oligo35979,0.9533386409282685,0.2743221402168274,False,455.1818181818182,False,False,False,False,False,False,False
Oligo35980,0.3982757817953825,0.21995565742254258,False,20.363636363636363,False,False,False,False,False,False,False
Oligo35983,0.5608437091112137,0.053134589456021786,False,141.54545454545453,False,False,False,False,False,False,False
Oligo35985,0.8935096323490143,0.04907923229038715,False,175.0,False,False,False,False,False,False,False
Oligo35986,0.8945467531681061,0.39647593796253205,False,668.4545454545455,False,False,False,False,False,False,False
Oligo35987,0.4098196804523468,0.24206827357411384,True,2789.818181818182,False,False,False,False,False,False,False
Oligo35989,0.6690880358219147,0.23286281079053878,False,1454.0,False,False,False,False,False,False,False
Oligo35995,0.9730776667594909,0.15184755325317384,False,64.63636363636364,False,False,False,False,False,False,False
Oligo35996,0.6605530500411987,0.0,False,64.54545454545455,False,False,False,False,False,False,False
Oligo35997,0.1836606662720442,0.0,False,60.63636363636363,False,False,False,False,False,False,False
Oligo36002,0.7709602952003479,0.11239334605634213,True,3749.4545454545455,False,False,False,False,False,False,False
Oligo36005,0.9829151928424835,0.18397450335323812,False,59.90909090909091,False,False,False,False,False,False,False
Oligo36009,0.9509368598461151,0.0,False,80.63636363636364,False,False,False,False,False,False,False
Oligo36011,0.8943085670471191,0.22041265070438384,False,1146.2727272727273,False,False,False,False,False,False,False
Oligo36012,0.7122692316770554,0.43398315235972407,False,104.54545454545456,False,False,False,False,False,False,False
Oligo36014,0.4389717161655426,0.1841635912656784,False,1912.8181818181815,False,False,False,False,False,False,True
Oligo36015,0.894075334072113,0.1345891105942428,False,2025.5454545454545,False,False,False,False,False,False,True
Oligo36016,0.254449637979269,0.0,False,74.36363636363636,False,False,False,False,False,False,False
Oligo36017,0.2721799694001675,0.019029606645926834,False,126.8181818181818,False,False,False,False,False,False,False
Oligo36019,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo36021,0.4464430421590805,0.11591218970716,False,645.2727272727273,False,False,False,False,False,False,False
Oligo36023,0.8984830200672149,0.0578809198923409,False,251.72727272727272,False,False,False,False,False,False,False
Oligo36025,0.9422403693199157,0.16053004376590252,False,392.8181818181818,False,False,False,False,False,False,False
Oligo36028,0.7751381874084473,0.001123595517128706,False,58.72727272727273,False,False,False,False,False,False,False
Oligo36033,0.8960432887077332,0.3562300994992256,True,3478.909090909091,False,False,False,False,False,False,False
Oligo36034,0.9215333461761475,0.5015402227640152,False,1797.3636363636365,False,False,False,False,False,False,False
Oligo36035,0.8619949579238891,0.0,False,23.0,False,False,False,False,False,False,False
Oligo36037,0.1,0.0,False,0.3636363636363636,False,False,False,False,False,False,False
Oligo36040,0.7506916105747223,0.16694868300110102,False,77.81818181818181,False,False,False,False,False,False,False
Oligo36041,0.13338530324399472,0.06155074890702963,False,279.09090909090907,False,False,False,False,False,False,False
Oligo36042,0.8896348953247071,0.547904297709465,False,751.1818181818181,False,False,False,False,False,False,False
Oligo36046,0.864658772945404,0.3842128723859787,False,332.1818181818182,False,False,False,False,False,False,False
Oligo36050,0.896547281742096,0.3942367613315582,False,281.09090909090907,False,False,False,False,False,False,False
Oligo36051,0.7736852884292602,0.016475607408210635,False,603.5454545454545,False,False,False,False,False,False,False
Oligo36053,0.7512747824192048,0.0,False,30.63636363636364,False,False,False,False,False,False,False
Oligo36056,0.9108737528324127,0.05195167809724808,False,1045.4545454545455,False,False,False,False,False,False,False
Oligo36061,0.9471762120723725,0.0,False,50.54545454545455,False,False,False,False,False,False,False
Oligo36063,0.5717877089977265,0.02967917677015066,False,479.9090909090909,False,False,False,False,False,False,False
Oligo36064,0.8343371212482452,0.5252309948205948,True,4156.090909090909,False,False,False,False,False,False,False
Oligo36065,0.9341936111450195,0.034897545166313645,False,46.09090909090909,False,False,False,False,False,False,False
Oligo36069,0.9496642827987671,0.6717634975910187,False,2045.090909090909,False,False,False,False,False,False,True
Oligo36071,0.6559882402420044,0.5562299996614456,False,1438.2727272727273,False,False,False,False,False,False,False
Oligo36072,0.9745088338851928,0.19267039019614457,False,401.45454545454544,False,False,False,False,False,False,False
Oligo36075,0.8636572062969208,0.0684499554336071,True,3330.7272727272725,False,False,False,False,False,False,False
Oligo36078,0.6883217871189118,0.35754304230213163,False,163.0,False,False,False,False,False,False,False
Oligo36079,0.6348963469266892,0.3383496910333633,False,217.1818181818182,False,False,False,False,False,False,False
Oligo36080,0.9548381745815278,0.24494770392775536,False,229.63636363636363,False,False,False,False,False,False,False
Oligo36081,0.7320095360279083,0.6600068658590317,False,1452.4545454545455,False,False,False,False,False,False,False
Oligo36082,0.9857160925865174,0.0,False,203.54545454545453,False,False,False,False,False,False,False
Oligo36083,0.41585992723703386,0.14868193492293358,False,43.90909090909091,False,False,False,False,False,False,False
Oligo36084,0.8014323353767395,0.04836878571659327,False,623.1818181818181,False,False,False,False,False,False,False
Oligo36085,0.8668576657772065,0.4097368896007538,False,1040.7272727272727,False,False,False,False,False,False,False
Oligo36086,0.9235258281230927,0.1660545289516449,False,588.4545454545455,False,False,False,False,False,False,False
Oligo36087,0.9480152010917664,0.3151791336014867,False,53.18181818181818,False,False,False,False,False,False,False
Oligo36088,0.9552731156349182,0.2694686122238636,False,213.3636363636364,False,False,False,False,False,False,False
Oligo36092,0.14610950350761415,0.0,False,22.181818181818183,False,False,False,False,False,False,False
Oligo36093,0.7841917395591735,0.08851853217929602,False,154.0909090909091,False,False,False,False,False,False,False
Oligo36094,0.8967239916324615,0.041320059634745124,False,268.72727272727275,False,False,False,False,False,False,False
Oligo36095,0.33565971702337266,0.03257504189386964,False,2053.181818181818,False,False,False,False,False,False,True
Oligo36100,0.7871249288320541,0.03140756413340569,False,26.90909090909091,False,False,False,False,False,False,False
Oligo36106,0.20825348868966104,0.035451140836812556,False,548.7272727272727,False,False,False,False,False,False,False
Oligo36107,0.8850207626819611,0.2188605971634388,False,35.90909090909091,False,False,False,False,False,False,False
Oligo36108,0.6677405178546906,0.3805270418524742,False,427.9090909090909,False,False,False,False,False,False,False
Oligo36109,0.9327090084552765,0.08490920271724463,False,511.09090909090907,False,False,False,False,False,False,False
Oligo36115,0.9161705672740936,0.004669830109924078,False,175.72727272727272,False,False,False,False,False,False,False
Oligo36118,0.9720238149166107,0.2832470372319221,False,17.272727272727273,False,False,False,False,False,False,False
Oligo36119,0.5507077902555466,0.0,False,63.09090909090909,False,False,False,False,False,False,False
Oligo36123,0.9466867625713349,0.0177624449133873,False,1560.1818181818182,False,False,False,False,False,False,False
Oligo36127,0.4932458460330963,0.08543226604815572,False,485.6363636363636,False,False,False,False,False,False,False
Oligo36129,0.1,0.0,False,0.3636363636363636,False,False,False,False,False,False,False
Oligo36130,0.9269599735736846,0.0,False,95.8181818181818,False,False,False,False,False,False,False
Oligo36131,0.9207704603672028,0.1404016472399235,False,109.54545454545456,False,False,False,False,False,False,False
Oligo36134,0.9604586839675904,0.699831435084343,False,295.72727272727275,False,False,False,False,False,False,False
Oligo36135,0.9097235262393951,0.03169477176852524,False,238.3636363636364,False,False,False,False,False,False,False
Oligo36136,0.5611660540103912,0.1716711014509201,False,971.818181818182,False,False,False,False,False,False,False
Oligo36138,0.22936954721808434,0.014224669244140387,False,390.9090909090909,False,False,False,False,False,False,False
Oligo36139,0.6880814611911774,0.0,False,212.45454545454547,False,False,False,False,False,False,False
Oligo36140,0.7382014572620392,0.08524406775832176,False,1033.4545454545455,False,False,False,False,False,False,False
Oligo36143,0.9801352739334106,0.0,False,151.0,False,False,False,False,False,False,False
Oligo36144,0.6794091701507569,0.23396659940481185,False,240.0,False,False,False,False,False,False,False
Oligo36149,0.8454199850559234,0.24495011605322362,False,158.9090909090909,False,False,False,False,False,False,False
Oligo36153,0.9340970993041993,0.14055147245526314,False,27.0,False,False,False,False,False,False,False
Oligo36160,0.7118254244327545,0.1952955588698387,True,6389.636363636364,False,False,False,False,False,False,False
Oligo36163,0.12458207905292511,0.01410327609628439,False,56.81818181818182,False,False,False,False,False,False,False
Oligo36164,0.6026632934808731,0.4574014589190483,False,639.6363636363636,False,False,False,False,False,False,False
Oligo36170,0.9420067369937897,0.10134368930011987,False,410.0,False,False,False,False,False,False,False
Oligo36171,0.2900897700339556,0.1538732336834073,False,341.0,False,False,False,False,False,False,False
Oligo36174,0.9701615869998932,0.07979766372591257,False,1174.7272727272727,False,False,False,False,False,False,False
Oligo36176,0.7734772264957428,0.26485915333032606,False,354.0,False,False,False,False,False,False,False
Oligo36178,0.3696262538433075,0.1081228569149971,False,446.9090909090909,False,False,False,False,False,False,False
Oligo36180,0.9565173089504242,0.012039352487772704,False,165.72727272727272,False,False,False,False,False,False,False
Oligo36181,0.9389200508594513,0.05400305315852165,False,910.7272727272727,False,False,False,False,False,False,False
Oligo36182,0.5798705875873565,0.12557522393763065,False,95.36363636363636,False,False,False,False,False,False,False
Oligo36183,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo36185,0.962603485584259,0.30400959588587284,False,106.72727272727272,False,False,False,False,False,False,False
Oligo36186,0.9553870558738708,0.37813165932893755,True,2242.818181818182,False,False,False,False,False,False,False
Oligo36187,0.2722859621047974,0.0,False,171.63636363636363,False,False,False,False,False,False,False
Oligo36188,0.4893156573176384,0.06462036818265915,False,34.90909090909091,False,False,False,False,False,False,False
Oligo36190,0.8552736699581146,0.0871829979121685,False,139.63636363636363,False,False,False,False,False,False,False
Oligo36194,0.95272998213768,0.2604036591015756,False,138.9090909090909,False,False,False,False,False,False,False
Oligo36195,0.8900088906288147,0.21516245007514953,True,3105.7272727272725,False,False,False,False,False,False,False
Oligo36196,0.33896138817071914,0.0,False,181.45454545454547,False,False,False,False,False,False,False
Oligo36199,0.9484638929367065,0.16920799836516381,True,3601.3636363636365,False,False,False,False,False,False,False
Oligo36201,0.3278468601405621,0.11469101291149855,False,479.09090909090907,False,False,False,False,False,False,False
Oligo36203,0.9310093700885773,0.5907413303852082,False,44.54545454545455,False,False,False,False,False,False,False
Oligo36204,0.28752125799655914,0.0,False,212.63636363636363,False,False,False,False,False,False,False
Oligo36205,0.2488102361559868,0.15978215187788009,False,484.54545454545456,False,False,False,False,False,False,False
Oligo36206,0.9266514956951142,0.19658221527934075,False,1956.3636363636365,False,False,False,False,False,False,True
Oligo36207,0.5241340160369873,0.35520830750465393,False,810.9090909090909,False,False,False,False,False,False,False
Oligo36209,0.9724838376045227,0.06489821821451187,False,74.27272727272727,False,False,False,False,False,False,False
Oligo36213,0.6697563827037811,0.013211766351014375,False,136.9090909090909,False,False,False,False,False,False,False
Oligo36218,0.8710949540138244,0.20284093767404557,False,171.72727272727272,False,False,False,False,False,False,False
Oligo36219,0.9795530200004577,0.6985875904560089,False,729.5454545454545,False,False,False,False,False,False,False
Oligo36220,0.360327884554863,0.28528872802853583,False,215.0909090909091,False,False,False,False,False,False,False
Oligo36224,0.7412892609834671,0.21280934363603593,False,91.0,False,False,False,False,False,False,False
Oligo36226,0.7417774260044098,0.0832001470029354,False,43.45454545454545,False,False,False,False,False,False,False
Oligo36227,0.9706621170043945,0.25322546921670436,False,599.0909090909091,False,False,False,False,False,False,False
Oligo36228,0.8925655782222748,0.04802250191569328,False,276.09090909090907,False,False,False,False,False,False,False
Oligo36237,0.9182175457477569,0.03751751184463501,False,1046.4545454545455,False,False,False,False,False,False,False
